,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
714,3,3,3,3,"Computer Vision, Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Artificial Intelligence, Flask, MySQL",787
715,3,3,2,2,"Accounting, Client Relationship, Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Financial Modeling, MS-Excel, MS-Office, Machine Learning, OpenCV, Power BI, Python, SQL, Statistics, Tableau, Tally, Time Management, Business Research, Data Science, Deep Learning, Natural Language Processing (NLP), Research and Analytics",788
716,0,0,0,0,"C Programming, C++ Programming, CSS, Content Writing, HTML, Java, JavaScript, MS-Office, MySQL, Oracle, PHP, Transcription, VS Code, English Proficiency (Written)",789
717,1,0,0,0,"MS SQL Server, MS-Excel, MS-PowerPoint, Database Management System (DBMS), SQL, BIG DATA ANALYTICS, Power BI, Python, Statistical Modeling, Tableau",790
718,2,1,0,0,"MS-Excel, MySQL, Python, Machine Learning",791
719,2,0,0,0,"English Proficiency (Spoken), MS-Excel, MS-PowerPoint, MS-Word, C Programming, C++ Programming, MySQL, Python, R Programming, Data Science, LibreOffice, SAS",792
720,3,2,0,0,"Arduino, Data Analytics, Data Structures, Database Management System (DBMS), Internet of Things (IoT), MySQL, Python, CSS, Django, HTML, Java, Machine Learning, JavaScript",793
721,2,2,0,2,"MS-Excel, Mathematics, Algorithms, C Programming, Data Structures, Deep Learning, Machine Learning, Neural Networks, Python",794
722,2,2,1,2,"C Programming, Computer Vision, Data Science, Data Structures, Deep Learning, Django, Flask, MATLAB, Machine Learning, Neural Networks, Python, SQL, Natural Language Processing (NLP)",795
723,2,1,1,1,"Python, Artificial Intelligence, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)",798
724,2,2,1,2,"Data Analytics, Data Science, Deep Learning, Java, Machine Learning, PostgreSQL, Python, Tableau, C Programming, HTML, Natural Language Processing (NLP), OpenCV",799
725,2,2,0,0,"Data Science, Machine Learning, Python",800
726,2,2,1,2,"Content Writing, English Proficiency (Spoken), English Proficiency (Written), C Programming, CSS, Canva, Data Structures, Deep Learning, HTML, JavaScript, MATLAB, MS-Excel, MS-Office, Machine Learning, Neural Networks, Python, Natural Language Processing (NLP)",801
727,2,0,0,0,"CSS, HTML, JavaScript, Python, SQL, ReactJS",802
728,2,2,0,1,"Mathematics, Algorithms, Creative Writing, Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, Python, SQL, Tableau, Artificial intelligence, Cloud Computing, Deep Learning",803
729,3,3,0,0,"Database Management System (DBMS), Machine Learning, Python, Artificial Intelligence, Data Science",804
730,3,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, Arduino, Autodesk Fusion 360, C Programming, C++ Programming, Machine Learning, Mathematics, Raspberry Pi, MATLAB",806
731,0,0,0,0,"HTML, MS-Excel, MS-PowerPoint, MS-Word, Algorithms, AutoCAD, Autodesk Fusion 360, Autodesk Inventor, C++ Programming, CSS, Data Structures, Digital Marketing, Java, Project Management, Social Media Marketing, Video Editing, Blockchain, Ethereum, JavaScript",807
732,1,1,1,0,"C Programming, CSS, HTML, Java, JavaScript, OpenCV, Arduino, Artificial Intelligence, Image Processing, Internet of Things (IoT), MATLAB, Machine Learning, Natural Language Processing (NLP), Python",808
733,3,0,0,0,"AutoCAD, Python, Django, MS-Excel, UI & UX Design, C++ Programming",809
734,2,1,0,0,"MS-Word, C Programming, C++ Programming, GitHub, Java, MS-Excel, MS-Office, MS-PowerPoint, Python, HTML, JavaScript, Machine Learning, MySQL",810
735,2,2,0,2,"Deep Learning, Machine Learning, Python, SQL, Tableau, BIG DATA ANALYTICS",811
736,1,1,1,1,"Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python",812
737,0,2,0,0,"Data Analytics, Data Science, Machine Learning, Android, Java",813
738,2,2,0,1,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, Blogging, C Programming, C++ Programming, CSS, Canva, Creative Writing, Data Analytics, Data Science, Data Structures, HTML, JavaScript, MS-Excel, Machine Learning, MySQL, Python, SQL, Deep Learning, Node.js, Power BI, ReactJS, Social Media Marketing",814
739,3,2,1,1,"Android, C++ Programming, Figma, Kotlin, MS-Excel, Mathematics, OpenCV, Python, User Interface (UI) Development, VS Code, Windows Mobile Application Development, Algorithms, Animation, Arduino, Artificial Intelligence, AutoCAD, Business Research, C#, Computer Vision, Data Analytics, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Firebase, Firebase Cloud Messaging, GitHub, HTML, Machine Learning, MySQL, Neural Networks, Node.js, Power BI, R Programming, Research and Analytics, Robot Operating System (ROS), SQL, Search Engine Optimization (SEO), Statistical Modeling, UI & UX Design, Unity 3D, Wireframing, XML, Adobe After Effects, Bootstrap, C Programming, CSS, CakePHP, Database Management System (DBMS), Deep Learning, Django, Flutter, Hibernate (Java), Java, JavaScript, MongoDB, Natural Language Processing (NLP), PHP, REST API, React Native, ReactJS, Swing (Java), TypeScript",815
740,2,2,1,2,"Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, Python, Natural Language Processing (NLP)",816
741,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Data Analytics, Data Science, Deep Learning, Git, MS-Excel, Machine Learning, Mathematics, MongoDB, Power BI, Python, Statistics, Tableau, SQL",817
742,2,0,0,0,"HTML, CSS, Python, Artificial Intelligence, JavaScript, Microsoft Visual Studio",818
743,3,0,0,0,"Java, Linux, Python, VS Code, Virtualization, CI/CD, Cloud Computing, Eclipse (IDE), Git",819
744,2,2,3,3,"Deep Learning, Natural Language Processing (NLP), Neural Networks, Amazon Web Services (AWS), C++ Programming, Data Analytics, Data Science, Machine Learning, Python, Teaching",820
745,2,2,0,0,"Database Management System (DBMS), Google Analytics, Java, Machine Learning, MySQL, Python, Statistics",821
746,2,1,0,0,"MS-Office, Python, Time Management, Java, Machine Learning",822
747,2,1,0,2,"Computer Vision, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Neural Networks, OpenCV, Python, Java, JavaScript, Machine Learning",823
748,1,0,0,0,"Firebase, Flutter, Java, LARAVEL, ReactJS, Python",824
749,2,2,0,2,"Data Science, Deep Learning, English Proficiency (Written), Java, Machine Learning, MySQL, Python, MS-Office",825
750,3,3,0,0,"HTML, Machine Learning, Python, REST API",826
751,1,1,0,0,"HTML, PHP, Bootstrap, C Programming, CSS, Git, Git Bash, GitHub, JavaScript, MySQL, Vue Js, C++ Programming, Java, Machine Learning, Python, ReactJS",827
752,2,0,0,0,"Bootstrap, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, MS-Office, Python, SQL, jQuery",828
753,2,1,0,0,"English Proficiency (Spoken), English Proficiency (Written), MS-Word, Adobe Premiere Pro, C Programming, C++ Programming, CSS, Data Science, Data Structures, Flutter, GitHub, HTML, Java, MS-Excel, Power BI, Python, SQL, Tableau, Data Analytics, Machine Learning, Microsoft Azure, PHP, Software Testing, XML",829
754,2,2,0,2,"Algorithms, Artificial intelligence, Computer Vision, Data Science, Data Structures, Deep Learning, GitHub, Image Processing, Linux, Machine Learning, Neural Networks, OpenCV, Python, C++ Programming",830
755,2,2,2,2,"C Programming, C++ Programming, CSS, Computer Networking, Computer Vision, Data Structures, Database Management System (DBMS), Deep Learning, HTML, Image Processing, JavaScript, MATLAB, MS-Excel, MS-Office, MS-PowerPoint, Machine Learning, Natural Language Processing (NLP), Neural Networks, OpenCV, Python",831
756,1,2,0,0,"MS-Excel, Machine Learning, MySQL, Data Science, Database Management System (DBMS), Python, Tableau",832
757,3,3,2,2,"Machine Learning, Python, SQL, CSS, Deep Learning, HTML, MS-Excel, Natural Language Processing (NLP), Power BI",833
758,3,0,0,0,"Algorithms, C Programming, CSS, Computer Vision, HTML, PHP, Python, SQL",835
759,2,0,1,2,"Data Analytics, Data Structures, Deep Learning, MySQL, Python, Algorithms, Natural Language Processing (NLP)",837
760,2,0,0,0,"HTML, CSS, Python, Java",838
761,1,2,0,1,"CSS, Data Analytics, Data Science, HTML, Machine Learning, MongoDB, MySQL, SQL, Computer Vision, Deep Learning, Java, Python, Spring MVC",839
762,1,2,1,1,"Effective Communication, Figma, MS-Office, Machine Learning, Market Research, Amazon Web Services (AWS), Cloud Computing, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, Google Analytics, Internet of Things (IoT), Java, MS-Excel, Natural Language Processing (NLP), Python, React Native, ReactJS, SQL, Statistical Modeling, UI & UX Design",840
763,3,3,2,3,"Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Amazon Web Server (AWS), Computer Vision, Data Analytics, Data Science, JavaScript, MS SQL Server, MongoDB, Natural Language Processing (NLP), OpenCV, Power BI",841
764,2,1,0,0,"Git, MongoDB, Python, SQL, Machine Learning",842
765,3,2,0,0,"Data Analytics, MS-Excel, Python, Data Science, MS-Office, Machine Learning, MySQL, SQL, Java, Power BI, Statistics",843
766,0,0,0,0,"Content Writing, WordPress",844
767,2,2,0,0,"SQL, Data Analytics, Data Science, Data Structures, Machine Learning, Python, Statistics",845
768,2,2,0,2,"C++ Programming, CSS, HTML, Java, Deep Learning, JavaScript, Machine Learning, Python, Tableau, Tailwind CSS, AJAX, MySQL",846
769,2,2,0,0,"Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, MySQL, Python",847
770,3,2,0,2,"Data Structures, MS-Excel, Power BI, Python, SQL, Tableau, Data Analytics, Data Science, Deep Learning, Machine Learning",848
771,2,3,3,3,"Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, MS-Word, Machine Learning, Natural Language Processing (NLP), SQL, Neural Networks, Power BI, Python, Tableau",849
772,3,2,2,2,"Python, Artificial Intelligence, Data Analytics, Data Science, Deep Learning, Git, GitHub, Machine Learning, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Power BI, SQL, Statistics, Tableau, Data Structures",850
773,2,0,0,0,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Data Science, Python, SQL, Tableau",851
774,2,2,0,0,"C++ Programming, CSS, Data Structures, HTML, MongoDB, Node.js, ReactJS, Amazon Web Services (AWS), Artificial Intelligence, Data Analytics, Django, Git Bash, GitHub, Java, JavaScript, Machine Learning, Python, UI & UX Design",852
775,3,2,0,2,"CSS, HTML, MySQL, Python, VS Code, C Programming, Data Analytics, Deep Learning, Git, JavaScript, Linux, Machine Learning, Node.js, Unix, User Interface (UI) Development",853
776,2,3,3,2,"Machine Learning, Natural Language Processing (NLP), SQL, Algorithms, C++ Programming, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS-Excel, MySQL, Python, REST API, SQLite, Computer Vision",854
777,2,2,2,2,"Computer Vision, English Proficiency (Spoken), English Proficiency (Written), MATLAB, MySQL, Neural Networks, PostgreSQL, SQL, VHDL, Amazon Web Services (AWS), Arduino, Artificial intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, Statistics, Verilog, Android, Internet of Things (IoT), R Programming",855
778,1,1,1,1,"Business Analysis, Canva, Data Analytics, MS-Word, MySQL, SQL, Artificial Intelligence, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, Linux, MS-Excel, MS-Office, Power BI, Tableau, Data Science, Deep Learning, Email Marketing, Jira, MS SQL Server, Machine Learning, Natural Language Processing (NLP), Product Management, Project Management, Python, R Programming, Research and Analytics, Rust, Social Media Marketing",856
779,2,2,0,1,"AutoCAD, English Proficiency (Spoken), MS-Excel, Adobe Photoshop, British English, Content Writing, Data Analytics, Digital Marketing, English Proficiency (Written), Facebook Marketing, Instagram Marketing, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Power BI, Python, SQL, Sales, Social Media Marketing, WordPress, Business Analysis, Data Science, Data Structures, Deep Learning",857
780,2,0,0,0,"C Programming, C++ Programming, MS-Excel, MS-Office, Python, Teaching",858
781,3,1,0,0,"C Programming, English Proficiency (Spoken), Python, C++ Programming, CSS, English Proficiency (Written), HTML, Java, Artificial Intelligence, Machine Learning",859
782,2,2,0,0,"Adobe Photoshop, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), MS-Word, Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Artificial intelligence, C Programming, C++ Programming, CSS, CorelDRAW, Event Management, GitHub, HTML, Hindi Proficiency (Spoken), Instagram Marketing, MS-Excel, MS-Office, Machine Learning, Mathematics, Python, Video Editing, XML, Amazon Web Services (AWS), Blockchain, Django, Internet of Things (IoT), JavaScript, PHP, Proofreading, SCSS, Sass, WordPress",860
783,2,2,0,1,"C++ Programming, C Programming, Computer Networking, Computer Networks, Data Analytics, Data Science, Data Structures, JavaScript, Machine Learning, Microsoft Visual Studio, Python, ReactJS, Artificial Intelligence, Deep Learning, SQL",861
784,2,1,0,1,"Computer Vision, Image Processing, Python, Data Analytics, Deep Learning, GNU Octave, Machine Learning",862
785,2,2,0,0,"Algorithms, Artificial Intelligence, Data Structures, MATLAB, Machine Learning, Python",864
786,0,0,0,0,"Algorithms, C Programming, C++ Programming, Data Structures, VS Code, Video Editing, Video Making, AutoCAD, Business Analysis, Content Writing",865
787,2,2,1,1,"Android, CSS, HTML, Java, JavaScript, Machine Learning, MySQL, Python, SQL, Software Testing, Algorithms, Deep Learning, MATLAB, Natural Language Processing (NLP), Node.js, Power BI, ReactJS, Search Engine Optimization (SEO)",866
788,1,1,0,0,"Machine Learning, MongoDB, Python, SQL",867
789,2,2,0,1,"Data Structures, Java, Machine Learning, Python, Deep Learning, OpenCV",868
790,2,3,3,2,"C++ Programming, Django, English Proficiency (Written), MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), SQL, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), HTML, Java, Neural Networks, Python, Tableau, Flask, JavaScript",869
791,2,1,1,0,"Python, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Flask, GitHub, Machine Learning, MySQL, Natural Language Processing (NLP), PostgreSQL, SQL",870
792,0,0,0,0,"English Proficiency (Written), MS-Word, Mathematics, Adobe Photoshop Lightroom CC, MS-Excel, Power BI, Statistical Modeling, Tableau",871
793,1,1,0,0,"Verilog, Machine Learning, Python, VHDL",872
794,3,0,0,0,"C Programming, C++ Programming, Database Management System (DBMS), Express.js, HTML, Java, MySQL, Node.js, Python, Cloud Computing, JavaScript, NoSQL, ReactJS, React Native",873
795,2,2,0,0,"Data Structures, Machine Learning, Python, SQL",874
796,0,0,0,0,"C Programming, CSS, HTML, JavaScript, PHP",875
797,2,0,0,0,"C Programming, C++ Programming, Content Writing, Creative Writing, English Proficiency (Written), Python",876
798,2,2,0,1,"Bootstrap, Data Analytics, Flask, HTML, JavaScript, Linux, MS-Office, MS-PowerPoint, MS-Word, PostgreSQL, Research and Analytics, SQL, SQLite, CSS, Client Relationship, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Database Management System (DBMS), Deep Learning, Social Media Marketing, Tableau",877
799,2,0,0,0,"CSS, HTML, Adobe Photoshop, C Programming, English Proficiency (Spoken), English Proficiency (Written), JavaScript, MySQL, Python",878
